symbol,exchange,ticker,company_name,security_type,sector,currency,price,pricescale,market_cap,market_cap_trillions,daily_change_pct,daily_change_abs,perf_1m,perf_3m,perf_6m,perf_y,perf_ytd,volatility_d,price_52w_high,price_52w_low,avg_volume_30d,avg_volume_10d,volume,shares_outstanding,shares_outstanding_fund,employees,eps_ttm,revenue_per_employee,gross_profit_1y_growth,logoid,update_mode,market_direction
NASDAQ:NVDA,NASDAQ,NVDA,,common,Electronic Technology,USD,218.94,100,5276453956805.186,5.2765,-2.1147225823758173,-4.72999999999999,-1.4538416527884008,6.8729864297568986,18.39714471122648,23.947010869565226,15.331735454473616,2.978821362799263,236.54,164.27,124798545.46666683,141108032.4000017,49535495,24100000000,24100000000,42000,7.9482,,,nvidia,delayed_streaming_900,sell
NASDAQ:AAPL,NASDAQ,AAPL,,common,Electronic Technology,USD,319.91,100,4668823969608.331,4.6688,1.449229403183881,4.57000000000005,3.951259138911462,8.066749991554929,25.21919524033194,37.7823718155781,17.503810765642516,2.8466715111686987,344.5699,229.02,46877089.1666671,40890797.19999931,31706530,14594200000,14594200000,166000,8.7566,,,apple,delayed_streaming_900,buy
NASDAQ:GOOGN,NASDAQ,GOOGN,,preferred,Technology Services,USD,47.2,100,4031303196075,4.0313,-0.21141649048624592,-0.09999999999999432,-6.25620655412115,-6.7930489731437556,-5.599999999999994,-5.599999999999994,-5.599999999999994,0.8304940374787064,55.97,46.225,1415459.5666666667,772729,372326,5868000000,5868000000,190820,20.1464,,,alphabet,delayed_streaming_900,sell
NASDAQ:GOOGM,NASDAQ,GOOGM,,preferred,Technology Services,USD,47.34,100,4031303196075,4.0313,-0.10550749103185728,-0.04999999999999716,-6.313081337819113,-7.140054923499399,-5.319999999999993,-5.319999999999993,-5.319999999999993,0.8717839676801968,53.13,46.2399,1106280.6666666667,574005,46037,5868000000,5868000000,190820,20.1464,,,alphabet,delayed_streaming_900,sell
NASDAQ:GOOGL,NASDAQ,GOOGL,,common,Technology Services,USD,330.32,100,4027279817715.089,4.0273,-0.09980341751095845,-0.3299999999999841,-7.18480429346146,-8.907396172301585,7.592586560698349,38.267057346169935,4.234774376775013,1.2098004515774623,408.61,235.84,25148505.000000037,23852956.199999988,10388862,5868000000,5868000000,190820,20.1464,,,alphabet,delayed_streaming_900,sell
NASDAQ:GOOG,NASDAQ,GOOG,,common,Technology Services,USD,328,100,4026638188417.6865,4.0266,-0.1157195931542711,-0.37999999999999545,-7.344632768361582,-9.166435890335093,6.960590892044816,37.09508881922675,3.277811014200707,1.1266662777021974,404.47,236.685,16590834.199999996,15312228.90000002,5797239,5527000000,5527000000,190820,20.1464,,,alphabet,delayed_streaming_900,sell
NASDAQ:MSFT,NASDAQ,MSFT,,common,Technology Services,USD,491.27,100,3647947648360.171,3.6479,-0.07729075561883361,-0.37999999999999545,-2.5895742866773745,25.506476253736295,22.51122194513715,-2.3281243787029378,1.4213900100126946,1.5230041152263334,553.72,349.2,29457537.8,20058575.2,5098381,7425550000,7425550000,223000,18.0033,,,microsoft,delayed_streaming_900,sell
NASDAQ:AMZN,NASDAQ,AMZN,,common,Retail Trade,USD,252.29,100,2721279207572.848,2.7213,-0.04358161648178037,-0.11000000000001364,-9.472891025871041,3.733399120101963,20.364495121776677,6.220659747805404,9.055934987464335,1.3943424953922547,287.2,196,40943407.2,31810839.29999991,10736055,10786300000,10786300000,1576000,12.5974,,,amazon,delayed_streaming_900,sell
NASDAQ:SPCX,NASDAQ,SPCX,,common,Communications,USD,151.79,100,2059952649195.4805,2.06,2.8736021687563404,4.239999999999981,9.47315278929717,1.193333333333328,1.193333333333328,1.193333333333328,1.193333333333328,6.770653599282216,225.64,104.83,102384231.2,72240815.4,68287419,8085583000,8085583000,,,,,spacex,delayed_streaming_900,buy
NYSE:TSM,NYSE,TSM,,,Electronic Technology,USD,431.28,100,2028094219661.1738,2.0281,-0.9371554575523797,-4.080000000000041,1.6690240452616654,2.673491251041533,25.401256106071166,66.60099663923975,38.239630745560596,2.667138309161656,479,257.98,9944591.266666662,8771579.000000006,4391871,5186480000,5186480000,,13.8556,,,taiwan-semiconductor,delayed_streaming_900,sell
NASDAQ:AVGO,NASDAQ,AVGO,,common,Electronic Technology,USD,364.51,100,1734185537516.444,1.7342,0.03567704045227385,0.12999999999999545,-14.448330086605488,-5.006254560617125,7.9453920871831265,3.695380063723262,3.3264828856920174,2.1020265548567383,495,289.96,22284842.133333333,27415123.7,6626811,4757580000,4757580000,33000,8.0575,,,broadcom,delayed_streaming_900,buy
NASDAQ:META,NASDAQ,META,,common,Technology Services,USD,651.81,100,1660489979384.2498,1.6605,-0.28759809695729,-1.8800000000001091,8.998327759197315,13.76385373941878,4.475147862603978,-14.810555069073237,-1.6469878154589124,3.1737392899905092,790.8,520.26,17801630.333333332,17824811.3,10738283,2205130000,2205130000,78865,26.8908,,,meta-platforms,delayed_streaming_900,sell
NASDAQ:TSLA,NASDAQ,TSLA,,common,Consumer Durables,USD,366.585,100,1447844900056.024,1.4478,-0.3330523911802351,-1.2250000000000227,10.151742788461528,-8.236751858619748,-8.162038254857023,4.574240479246889,-19.92463958060289,3.223551778125691,498.83,297.38,36615847.800000004,42336203.69999996,16118209,3949550000,3949550000,134785,1.1777,,,tesla,delayed_streaming_900,sell
NASDAQ:MU,NASDAQ,MU,,common,Electronic Technology,USD,980.5801,100,1107460387041.7766,1.1075,-4.591484476098735,-47.189899999999966,12.477643955035566,0.9024500674000134,136.99821148036256,600.3143122411084,232.25924608216854,4.9566558636516245,1255,153.21,30722803.8,24769245.2,14352493,1129390000,1129390000,53000,44.7964,,,micron-technology,delayed_streaming_900,sell
NYSE:LLY,NYSE,LLY,,common,Health Technology,USD,1126.7025,100,1060629311155.7148,1.0606,0.2217112461195029,2.4925000000000637,-8.446552634786494,-3.287339055793983,14.954393804903443,50.610554879760464,4.673216276477146,1.1842715881911954,1292.65,712.05,2698455.9,2317433,737547,941357000,941357000,50000,29.4667,,,eli-lilly,delayed_streaming_900,buy
NASDAQ:SKHY,NASDAQ,SKHY,,,Electronic Technology,USD,191.92,100,1003758551468.75,1.0038,-3.378140260786391,-6.710000000000008,37.85870775419314,12.894117647058815,12.894117647058815,12.894117647058815,12.894117647058815,6.122776085911209,199.865,124.8001,22401021.233333334,16142780.2,12826273,7288651350,7288651350,34549,15.5282,,,sk-telecom,delayed_streaming_900,sell
NYSE:BRK.A,NYSE,BRK.A,,common,Finance,USD,758186.01,100,973740449672.0662,0.9737,-0.12579876465636694,-954.9899999999907,-4.926917959582665,3.7190164158686745,2.4575703034806824,2.9725023984465913,1.0914680000000012,0.8657492902038632,806102.81,698000,145.13333333333333,162,77,488450,488450,387815,59657.31,,,berkshire-hathaway,delayed_streaming_900,sell
NYSE:BRK.B,NYSE,BRK.B,,common,Finance,USD,505.48,100,972581093873.0109,0.9726,-0.2447110830438919,-1.240000000000009,-4.4027536122248225,3.8650420202601357,2.464931484634725,3.1591836734693914,0.9022676461194584,1.0549233052944056,537.74,464.01,4078400.033333333,4057117.8,1234185,1408040000,1408040000,387815,39.7715,,,berkshire-hathaway,delayed_streaming_900,sell
NYSE:JPM/PL,NYSE,JPM/PL,,preferred,Finance,USD,17.6181,100,942885232415,0.9429,-0.7989864864865047,-0.14190000000000325,-3.0907590759075987,-5.532975871313675,-9.927914110429452,-15.378962536023062,-10.568020304568535,1.3698630136986416,21.12,17.52,227902.76666666666,235041.8,148044,2658190000,2658190000,318512,23.3825,,,jpmorgan-chase,delayed_streaming_900,sell
NYSE:JPM/PJ,NYSE,JPM/PJ,,preferred,Finance,USD,18.05,100,942885232415,0.9429,-0.9330406147091007,-0.16999999999999815,-3.7846481876332665,-5.6455828541557675,-9.795102448775616,-15.811567164179106,-11.039921143420397,1.4476614699331738,21.87,17.96,98031.16666666667,97577.1,123488,2658190000,2658190000,318512,23.3825,,,jpmorgan-chase,delayed_streaming_900,sell
NYSE:JPM/PK,NYSE,JPM/PK,,preferred,Finance,USD,17.28,100,942885232415,0.9429,-1.0309278350515447,-0.17999999999999972,-3.517587939698487,-5.779716466739361,-9.906152241918658,-15.169366715758468,-11.248073959938356,1.217391304347831,20.8,17.25,217316.43333333332,244100.5,193435,2658190000,2658190000,318512,23.3825,,,jpmorgan-chase,delayed_streaming_900,sell
NYSE:JPM/PD,NYSE,JPM/PD,,preferred,Finance,USD,22.415,100,942885232415,0.9429,-1.1684303350970042,-0.26500000000000057,-5.30207013096748,-6.5652355147978305,-9.689766317485903,-11.333069620253173,-10.19631410256411,2.070207020702074,25.4,22.22,194102.8,231590.9,174567,2658190000,2658190000,318512,23.3825,,,jpmorgan-chase,delayed_streaming_900,sell
NYSE:JPM/PC,NYSE,JPM/PC,,preferred,Finance,USD,24.035,100,942885232415,0.9429,-0.6818181818181783,-0.16499999999999915,-3.8599999999999994,-4.736424891002775,-4.281162883313418,-6.1865729898516815,-4.471383147853736,0.9595327492699226,25.74,23.97,207890.86666666667,221589,172657,2658190000,2658190000,318512,23.3825,,,jpmorgan-chase,delayed_streaming_900,sell
NYSE:JPM/PM,NYSE,JPM/PM,,preferred,Finance,USD,16.4,100,942885232415,0.9429,-0.9063444108761458,-0.15000000000000213,-2.0310633213859015,-4.373177842565598,-10.136986301369872,-14.583333333333337,-10.577971646673943,1.1613691931540422,19.81,16.23,288840,276954.7,157168,2658190000,2658190000,318512,23.3825,,,jpmorgan-chase,delayed_streaming_900,sell
NYSE:JPM,NYSE,JPM,,common,Finance,USD,352.13,100,936027111979.6283,0.936,-0.7273547404922287,-2.579999999999984,-2.199694486876827,11.444124442193868,23.69978746948166,18.682170542635664,9.187596899224804,1.0224424698108838,366.5,279.1,5579519.566666666,5125835.4,1494457,2658190000,2658190000,318512,23.3825,,,jpmorgan-chase,delayed_streaming_900,sell
NASDAQ:WMT,NASDAQ,WMT,,common,Retail Trade,USD,105.975,100,840778756832.4982,0.8408,0.13701218936029105,0.14499999999999602,-5.749733191035222,-12.119578737872136,-15.48369088444055,3.9480137322216686,-4.891182409692621,1.3190242057488615,135.155,98.88,25706546.133333337,22083410.3,5944306,7933750000,7933750000,2100000,2.7711,,,walmart,delayed_streaming_900,buy
NASDAQ:AMD,NASDAQ,AMD,,common,Electronic Technology,USD,505.0501,100,824481603313.8176,0.8245,-3.0790738732860685,-16.04490000000004,6.38232754081095,1.0736964287501094,154.93417798192922,208.82359055888466,130.72183645500226,3.3857111679860434,584.73,149.85,21515848.4,16499276.1,7697213,1632480000,1632480000,31000,3.9469,,,advanced-micro-devices,delayed_streaming_900,sell
NYSE:V,NYSE,V,,common,Finance,USD,366.99,100,685187737414.8239,0.6852,-0.10887612618742408,-0.39999999999997726,1.6649121835004683,14.057061163600205,19.311421047498307,7.115962756486966,4.893246062823335,0.6579667323265566,385.5699,293.89,6287473.933333334,4874983.1,1327915,1704110000,1704110000,34100,11.7722,,,visa,delayed_streaming_900,sell
NYSE:XOM,NYSE,XOM,,common,Energy Minerals,USD,165.08,100,678794433357.0444,0.6788,0.5175668270109133,0.8500000000000227,3.397951833641296,13.35576460894048,6.986390149060272,48.50665707088883,37.46356898992423,2.567716631940187,176.41,110.385,13732523.366666667,12794767.2,5522974,4111910000,4111910000,58000,7.7708,,,exxon,delayed_streaming_900,buy
NASDAQ:ASML,NASDAQ,ASML,,,Electronic Technology,USD,1700.45,100,665643796346.4396,0.6656,-1.6808131735972949,-29.069999999999936,-5.210905665215478,-7.965133428771685,24.343712066923093,110.76083116947503,49.98324160316117,2.8508902341845204,1999.96,806.3,1204314.3,1093879.8,413372,385417991,385417991,44209,32.1527,,,asml,delayed_streaming_900,sell
OTC:ASMLF,OTC,ASMLF,,common,Electronic Technology,USD,1703,100,650520107620.2952,0.6505,-2.4846655275562446,-43.39200000000005,-5.151768309663047,-8.369920798898068,23.783876114363792,111.03373069964559,51.37777777777778,3.8005289904603408,1991.64,805.97,1121.2,1557.2,589,385417991,385417991,44209,31.490248792000003,,,asml,delayed_streaming_900,sell
NYSE:JNJ,NYSE,JNJ,,common,Health Technology,USD,265.9,100,640791962314.7192,0.6408,-0.44181518646098805,-1.1800000000000068,1.7876966657734406,10.791666666666657,8.881700176077953,50.8224617129892,28.56590271733874,2.088664759897619,281.07,173.33,6397852.766666667,6099663.1,1597321,2409900000,2409900000,140800,8.736,,,johnson-and-johnson,delayed_streaming_900,sell
NASDAQ:INTC,NASDAQ,INTC,,common,Electronic Technology,USD,101.24,100,535165306895.6883,0.5352,-4.70632530120482,-5,4.608390163256865,-13.775923008133553,120.23058516423755,314.6631169363096,168.04342070426262,6.945842560901943,142.35,24.05,98579280.2,85421198.3,52041210,5286110000,5286110000,85100,-2.1167,,,intel,delayed_streaming_900,sell
OTC:TCEHY,OTC,TCEHY,,,Technology Services,USD,53.91,100,499066747191.25006,0.4991,-1.4262205156335732,-0.7800000000000011,-10.150000000000006,-8.766288712134044,-23.61858883536413,-34.15170392085014,-32.494365138993246,1.6920788397173607,87.68,52.84,3217185.3333333335,2793017.1,1450298,9018881772,9018881772,115849,3.7193,,,tencent,delayed_streaming_900,sell
NYSE:MA,NYSE,MA,,common,Finance,USD,565.22,100,495138336211.1727,0.4951,-0.40176211453744015,-2.2799999999999727,0.44605569476284246,15.615283914252995,13.827130658933468,-2.904849432257394,-0.9619596642778309,0.9874815774987988,601.6199,464.52,2834733.466666622,2291397.999999985,535710,869464000,869464000,39800,18.207,,,mastercard,delayed_streaming_900,sell
OTC:TCTZF,OTC,TCTZF,,common,Technology Services,USD,53.3005,100,480792996148.4375,0.4808,-2.6474885844748868,-1.4495000000000005,-14.760115144730532,-7.474047842238659,-24.482147917257013,-34.078906684806135,-33.207393483709275,4.530573847601131,89.098,51.49,13788.966666666667,15304.9,3976,9018881772,9018881772,115849,3.7036535969999997,,,tencent,delayed_streaming_900,sell
NYSE:ORCL/PD,NYSE,ORCL/PD,,preferred,Technology Services,USD,48.94,100,465570533271,0.4656,-1.4101531023368308,-0.7000000000000028,5.884898312418864,-9.319992588475081,-0.020429009193064587,-0.3258655804480727,-0.3258655804480727,3.030303030303032,70.49,37.79,753065.2333333333,1005907.7,1901483,2880470000,2880470000,141000,5.9323,,,oracle,delayed_streaming_900,sell
NYSE:ORCL,NYSE,ORCL,,common,Technology Services,USD,157.28,100,453040484271.8733,0.453,-2.6913320546928134,-4.349999999999994,4.021164021164029,-14.988379006540184,-1.1128575919522226,-50.72527334816254,-20.352458601306527,3.8352820249261206,329.5,114.5,25787402.366666667,24361503.3,15357540,2880470000,2880470000,141000,5.9323,,,oracle,delayed_streaming_900,sell
NYSE:ABBV,NYSE,ABBV,,common,Health Technology,USD,252.015,100,445340075271.5764,0.4453,0.44039695508349197,1.1049999999999898,1.5616184412025471,10.77582417582417,11.07364802327119,19.875850259239883,10.17530821019497,1.8839970368590642,267.47,190.75,4658261.233333333,3843663.7,991637,1767120000,1767120000,57000,3.5402,,,abbvie,delayed_streaming_900,buy
NYSE:BAC/PE,NYSE,BAC/PE,,preferred,Finance,USD,18.35,100,438235537894,0.4382,-1.104823497709503,-0.2049999999999983,-0.6497022198159039,-1.9241047568145346,-6.710726995424505,-15.979853479853473,-2.652519893899204,1.332532357599256,22.13,17.96,38594.333333333336,52311.3,14793,6992750000,6992750000,213000,4.4178,,,bank-of-america,delayed_streaming_900,sell
NYSE:BML/PL,NYSE,BML/PL,,preferred,Finance,USD,19.35,100,438235537894,0.4382,-0.46296296296296224,-0.08999999999999986,2.7615507169410685,-0.56526207605344,-1.1241696474195138,-7.098000806590987,0.10346611484740366,1.9889948220166345,21.07,18.17,35192.4,32610.9,4364,6992750000,6992750000,213000,4.4178,,,bank-of-america,delayed_streaming_900,sell
OTC:BACRP,OTC,BACRP,,preferred,Finance,USD,300,100,438235537894,0.4382,3.333334443608079e-05,9.999999997489795e-05,58.92347357976712,61.49001453410129,-0.6622516556291391,20.967741935483872,22.448979591836736,3.3333333324965984e-05,302,181,18.7,28,12,6992750000,6992750000,213000,4.4178,,,bank-of-america,delayed_streaming_900,buy
NYSE:BAC/PO,NYSE,BAC/PO,,preferred,Finance,USD,16.17,100,438235537894,0.4382,-1.1613691931540204,-0.18999999999999773,-4.262877442273528,-7.494279176201366,-10.266370699223073,-14.894736842105255,-11.007154650522839,1.1750154607297323,19.4,16.17,119927.33333333333,107053.9,81547,6992750000,6992750000,213000,4.4178,,,bank-of-america,delayed_streaming_900,sell
NYSE:BML/PG,NYSE,BML/PG,,preferred,Finance,USD,18.6,100,438235537894,0.4382,-0.214592274678107,-0.03999999999999915,-0.2680965147452931,-2.4134312696746973,-3.2761310452418044,-10.296599951772356,0.48622366288492624,0.2150537634408556,20.91,18.13,6325.233333333334,6443.3,275,6992750000,6992750000,213000,4.4178,,,bank-of-america,delayed_streaming_900,sell
NYSE:BAC/PP,NYSE,BAC/PP,,preferred,Finance,USD,15.47,100,438235537894,0.4382,-1.4021669853409742,-0.21999999999999886,-3.913043478260874,-6.469165659008456,-9.953434225844,-13.333333333333337,-10.370799536500583,1.4877102199223715,18.19,15.46,71826.83333333333,83889.8,55303,6992750000,6992750000,213000,4.4178,,,bank-of-america,delayed_streaming_900,sell
NYSE:BAC/PS,NYSE,BAC/PS,,preferred,Finance,USD,17.5338,100,438235537894,0.4382,-1.218028169014088,-0.21620000000000061,-3.924383561643839,-7.228571428571425,-11.176291793313066,-14.30205278592376,-11.086206896551722,1.3127853881278564,20.94,17.52,77605.5,101015.9,35893,6992750000,6992750000,213000,4.4178,,,bank-of-america,delayed_streaming_900,sell
NYSE:BML/PH,NYSE,BML/PH,,preferred,Finance,USD,18.3742,100,438235537894,0.4382,-0.4108401084010893,-0.07580000000000098,-1.4259656652360635,-4.500000000000001,-5.531105398457589,-10.934561318468255,-0.8942826321467143,0.8174386920980848,20.71,18.25,29700.3,33762.2,7287,6992750000,6992750000,213000,4.4178,,,bank-of-america,delayed_streaming_900,sell
NYSE:BAC/PB,NYSE,BAC/PB,,preferred,Finance,USD,23.2738,100,438235537894,0.4382,-0.8781942078364526,-0.20619999999999905,-5.544642857142854,-6.94202319072371,-7.016380343587693,-9.015637216575438,-7.312624452409391,0.9892473118279588,25.78,23.25,118739,164372.5,68568,6992750000,6992750000,213000,4.4178,,,bank-of-america,delayed_streaming_900,sell
NYSE:BAC/PN,NYSE,BAC/PN,,preferred,Finance,USD,18.465,100,438235537894,0.4382,-1.0980182110337537,-0.20500000000000185,-4.91761071060763,-6.60091047040971,-11.987607244995235,-13.916083916083913,-11.353816610657699,1.1924119241192543,22.02,18.45,158826.16666666666,174111,38183,6992750000,6992750000,213000,4.4178,,,bank-of-america,delayed_streaming_900,sell
NYSE:BAC/PK,NYSE,BAC/PK,,preferred,Finance,USD,22.755,100,438235537894,0.4382,-0.7631923244657685,-0.1750000000000007,-5.620074657818335,-7.122448979591842,-8.504221954161649,-10.130331753554506,-7.462383082553887,1.1022927689594357,25.37,22.68,71025.9,82300.6,57798,6992750000,6992750000,213000,4.4178,,,bank-of-america,delayed_streaming_900,sell
NYSE:BAC/PM,NYSE,BAC/PM,,preferred,Finance,USD,19.804,100,438235537894,0.4382,-0.9800000000000076,-0.1960000000000015,-4.374698213423478,-6.760828625235405,-10.832958126969844,-14.601121172919372,-10.18594104308391,1.3171225937183464,23.6085,19.74,133311.16666666666,153149.7,80835,6992750000,6992750000,213000,4.4178,,,bank-of-america,delayed_streaming_900,sell
NYSE:BAC/PL,NYSE,BAC/PL,,preferred,Finance,USD,1292.86,100,438235537894,0.4382,-0.10045125795884449,-1.300000000000182,-0.5346935321316227,5.0243296155189565,6.3163521236791205,2.041041831097072,3.362647905340578,0.35243996901626296,1313.2,1171.88,9917.066666666668,6980,960,6992750000,6992750000,213000,4.4178,,,bank-of-america,delayed_streaming_900,sell
NYSE:BML/PJ,NYSE,BML/PJ,,preferred,Finance,USD,19.46,100,438235537894,0.4382,-0.7142857142857171,-0.14000000000000057,-0.1026694045174516,-2.014098690835844,-1.1681056373793826,-8.63849765258216,-1.9647355163727986,1.1874032008260218,21.578,18.83,28113.833333333332,28040.2,8956,6992750000,6992750000,213000,4.4178,,,bank-of-america,delayed_streaming_900,sell
NYSE:BAC/PQ,NYSE,BAC/PQ,,preferred,Finance,USD,15.6878,100,438235537894,0.4382,-1.4585427135678433,-0.23220000000000063,-3.9326393141457383,-7.007705986959109,-10.304173813607772,-14.925162689804782,-11.167610419026053,1.7252396166134158,18.84,15.65,159697.2,158329.1,120526,6992750000,6992750000,213000,4.4178,,,bank-of-america,delayed_streaming_900,sell
NYSE:BAC,NYSE,BAC,,common,Finance,USD,62.25,100,435298583595.0455,0.4353,-0.6701771182383942,-0.4200000000000017,-2.7039699906220647,12.445809248554914,30.99747474747474,23.585467540202508,13.12011630019989,1.2521131015509939,65.225,46.115,27965692.933333334,31246088.2,11642512,6992750000,6992750000,213000,4.4178,,,bank-of-america,delayed_streaming_900,sell
NASDAQ:CSCO,NASDAQ,CSCO,,common,Electronic Technology,USD,108.56,100,428007210080.60016,0.428,-0.7950287855249972,-0.8700000000000045,-11.739837398373982,-11.27094401307723,39.05469450493149,60.615475662080186,41.640028703764116,1.2531097392426052,130.3656,66.13,18553418.7,12798204.4,2879802,3942590000,3942590000,82400,3.3564,,,cisco,delayed_streaming_900,sell
NYSE:CVX,NYSE,CVX,,common,Energy Minerals,USD,213.625,100,422074126375.73016,0.4221,-0.08652541976521316,-0.18500000000000227,9.974259974259974,15.423060298249398,8.99234693877551,37.778136085133816,40.390365721420835,2.8674174316267638,217.4,146.49,7788500.466666667,7339543.6,3519625,1975770000,1975770000,43039,10.4613,,,chevron,delayed_streaming_900,sell
OTC:IDCBY,OTC,IDCBY,,,Finance,USD,19.296,100,404913789675.4962,0.4049,0.5481793359318005,0.10519999999999996,5.532585154557972,5.040827436037008,19.111111111111114,27.198417930125245,18.890942698706095,2.6559705418200905,20,13.92,40039.76666666667,49340.8,21118,4339705000,4339705000,409758,2.9986,,,industrial-and-commercial-bank-of-china,delayed_streaming_900,buy
OTC:IDCBF,OTC,IDCBF,,common,Finance,USD,0.9582,10000,403382854496.3463,0.4034,4.118222318809089,0.037900000000000045,1.9361702127659688,8.41819416157502,18.296296296296294,27.760000000000005,19.90989863596546,3.9553329158839534,0.99,0.6855,120992.9,14529.7,595,86794100000,86794100000,409758,0.149292864,,,industrial-and-commercial-bank-of-china,delayed_streaming_900,buy
NASDAQ:PLTR,NASDAQ,PLTR,,common,Technology Services,USD,167.07,100,401484767134.04834,0.4015,-1.451070606972222,-2.460000000000008,-4.081984154323122,27.617156170033994,8.982387475538149,0.644578313253008,-7.848869277440715,3.0264357338195014,207.52,106.37,40320644.56666667,27670704.7,9516138,2300710000,2300710000,4429,1.2612,,,palantir,delayed_streaming_900,sell
NASDAQ:COST,NASDAQ,COST,,common,Retail Trade,USD,903.5201,100,400692017679.9821,0.4007,0.1019388433414507,0.920099999999934,-4.897626440713647,-7.380668771526983,-10.177940153096731,-7.463196058951857,4.921394895138998,1.209498446515754,1096.5,844.06,1810004.8,1894346,671668,443479000,443479000,341000,19.9071,,,costco-wholesale,delayed_streaming_900,buy
NYSE:KO,NYSE,KO,,common,Consumer Non-Durables,USD,88.425,100,380452893388.84094,0.3805,0.9994288977727013,0.875,2.083814361579303,6.909684439608275,14.1409577901123,30.439592860303865,26.59269863994274,1.6037306642402145,92.49,65.3538,14588254.1,14770409.7,4428835,4302550000,4302550000,65900,3.3273,,,coca-cola,delayed_streaming_900,buy
NASDAQ:LRCX,NASDAQ,LRCX,,common,Producer Manufacturing,USD,301.54,100,377323343511.078,0.3773,-4.527608915906774,-14.299999999999955,-4.282131860457719,-16.096719441275486,42.00810021663371,182.60543580131213,69.54737138037673,5.540332820958358,438.5,115.875,8337170.699999938,6704453.199999988,2280325,1251320000,1251320000,23300,5.7915,,,lam-research,delayed_streaming_900,sell
NYSE:CAT,NYSE,CAT,,common,Producer Manufacturing,USD,803.06,100,369146496562.66,0.3691,-1.53268919515425,-12.5,-5.522352941176477,-11.287614334320189,14.0159582020047,91.28674193702061,39.03634065686731,2.2645768025078303,1073.46,427.75,2596568.8666666667,2165847.8,629146,459675000,459675000,118000,23.362,,,caterpillar,delayed_streaming_900,sell
NASDAQ:AMAT,NASDAQ,AMAT,,common,Producer Manufacturing,USD,457.6274,100,363171925077.92474,0.3632,-2.3936440226085103,-11.2226,-15.252615789181277,-16.5857241806715,33.62554384325634,178.53158855751673,71.3446907293695,4.059392755681823,739.67,167.18,6946133.466666667,5658490.5,1632201,793597000,793597000,36500,11.6745,,,applied-materials,delayed_streaming_900,sell
NYSE:HSBC,NYSE,HSBC,,,Finance,USD,103.61,100,360111441541.53217,0.3601,-1.4270763961564075,-1.5,-0.3845784059225129,12.644053055011954,30.14696646149981,53.47355947267071,28.230198019801982,1.5506497270663293,107.9199,64.645,1186440.0333333334,1100613.9,795211,3432000000,3432000000,209000,7.0374,,,hsbc,delayed_streaming_900,sell
OTC:HBCYF,OTC,HBCYF,,common,Finance,USD,20.846018,100,357718555975.48724,0.3577,3.6084393638170966,0.7260179999999998,1.1451625424551257,19.77716616869686,28.125494775660734,55.56729850746269,29.881732087227416,3.482765869241789,22.07,12.45,11109.8,6895.6,119,17160000000,17160000000,209000,1.3917198600000003,,,hsbc,delayed_streaming_900,buy
NYSE:MRK,NYSE,MRK,,common,Health Technology,USD,144.62,100,356802358302.60406,0.3568,-1.9724801735240267,-2.9099999999999966,11.306087893481102,19.028806584362144,23.691412931919263,71.61504687314586,37.04159954515304,2.7064538514920233,156.9199,77.58,10093193.733333359,7939951.2,2206722,2467170000,2467170000,75000,1.2603,,,merck-and-co,delayed_streaming_900,sell
NYSE:UNH,NYSE,UNH,,common,Health Services,USD,390.85,100,350824944408.84393,0.3508,-0.5622551264437947,-2.2099999999999795,-4.437652811735936,-4.439989242316806,40.56318780119399,13.10626229887719,18.11904078333007,2.5465519455502665,461.62,255.965,4283687.433333334,4625450.1,1550011,897595000,897595000,390000,15.5988,,,unitedhealth,delayed_streaming_900,sell
OTC:ACGBY,OTC,ACGBY,,,Finance,USD,20.251,100,348675767096.2148,0.3487,1.3817271589486848,0.2759999999999998,8.817839871037087,3.151439209873527,23.40645947592932,13.070910106085991,7.546468401487006,5.7178217821782065,21.13,15.85,27950.366666666665,42774.1,12829,1229552000,1229552000,457835,3.0417,,,agricultural-bank-of-china,delayed_streaming_900,buy
OTC:RHHVF,OTC,RHHVF,,common,Health Technology,USD,429.52,100,342853976713.8904,0.3429,0.3706118008012676,1.5859739999999647,-5.337858685590873,4.307112466730128,1.4190928195320043,28.214925373134324,7.211142450640239,3.829288702928875,490.33,314.146,5016.733333333334,6280.8,86,688926637,688926637,112774,19.17975098,,,roche,delayed_streaming_900,buy
OTC:RHHBY,OTC,RHHBY,,,Health Technology,USD,53.17,100,342571492559.9062,0.3426,-0.39340576995129417,-0.21000000000000085,-7.530434782608693,3.1828123089701394,3.62502436172286,26.610310751279926,2.269667243700711,1.1909262759924435,60.85,39.5,2055079.4666666666,2271624.1,472756,5511413096,5511413096,112774,2.4453,,,roche,delayed_streaming_900,sell
OTC:RHHBF,OTC,RHHBF,,common,Health Technology,USD,434.2228,100,338336770248.7923,0.3383,-3.5060444444444427,-15.777199999999993,-5.998138246054597,4.005461077844313,-0.2772431848976874,27.71258823529412,2.1700705882352955,3.633434264621755,514.08,301.27,45.03333333333333,33.5,17,106691000,106691000,112774,19.17975098,,,roche,delayed_streaming_900,sell
