"asset_id","symbol","ticker","exchange","asset_class","sector","sector_es","company_name","logo_id","is_active","valid_from","valid_to","current_version","created_at","updated_at"
44,NYSE:BAC/PP,BAC/PP,NYSE,preferred,Finance,,BAC/PP,,true,2026-09-10 12:13:38.887 -0500,infinity,true,2026-09-10 12:13:38.887 -0500,2026-09-10 16:15:24.137 -0500
3,NASDAQ:GOOG,GOOG,NASDAQ,common,Technology Services,,GOOG,,true,2026-09-10 12:13:38.831 -0500,infinity,true,2026-09-10 12:13:38.831 -0500,2026-09-10 16:15:24.065 -0500
56,NASDAQ:CSCO,CSCO,NASDAQ,common,Electronic Technology,,CSCO,,true,2026-09-10 12:13:38.901 -0500,infinity,true,2026-09-10 12:13:38.901 -0500,2026-09-10 16:15:24.142 -0500
47,NYSE:BML/PJ,BML/PJ,NYSE,preferred,Finance,,BML/PJ,,true,2026-09-10 12:13:38.890 -0500,infinity,true,2026-09-10 12:13:38.890 -0500,2026-09-10 16:15:24.135 -0500
7,NASDAQ:MSFT,MSFT,NASDAQ,common,Technology Services,,MSFT,,true,2026-09-10 12:13:38.836 -0500,infinity,true,2026-09-10 12:13:38.836 -0500,2026-09-10 16:15:24.070 -0500
8,NASDAQ:AMZN,AMZN,NASDAQ,common,Retail Trade,,AMZN,,true,2026-09-10 12:13:38.837 -0500,infinity,true,2026-09-10 12:13:38.837 -0500,2026-09-10 16:15:24.072 -0500
9,NASDAQ:SPCX,SPCX,NASDAQ,common,Communications,,SPCX,,true,2026-09-10 12:13:38.838 -0500,infinity,true,2026-09-10 12:13:38.838 -0500,2026-09-10 16:15:24.075 -0500
10,NYSE:TSM,TSM,NYSE,"",Electronic Technology,,TSM,,true,2026-09-10 12:13:38.840 -0500,infinity,true,2026-09-10 12:13:38.840 -0500,2026-09-10 16:15:24.073 -0500
12,NASDAQ:META,META,NASDAQ,common,Technology Services,,META,,true,2026-09-10 12:13:38.842 -0500,infinity,true,2026-09-10 12:13:38.842 -0500,2026-09-10 16:15:24.078 -0500
11,NASDAQ:AVGO,AVGO,NASDAQ,common,Electronic Technology,,AVGO,,true,2026-09-10 12:13:38.841 -0500,infinity,true,2026-09-10 12:13:38.841 -0500,2026-09-10 16:15:24.076 -0500
13,NASDAQ:TSLA,TSLA,NASDAQ,common,Consumer Durables,,TSLA,,true,2026-09-10 12:13:38.843 -0500,infinity,true,2026-09-10 12:13:38.843 -0500,2026-09-10 16:15:24.079 -0500
14,NASDAQ:MU,MU,NASDAQ,common,Electronic Technology,,MU,,true,2026-09-10 12:13:38.844 -0500,infinity,true,2026-09-10 12:13:38.844 -0500,2026-09-10 16:15:24.082 -0500
84,NYSE:GE,GE,NYSE,common,Electronic Technology,,GE,,true,2026-09-10 12:13:38.944 -0500,infinity,true,2026-09-10 12:13:38.944 -0500,2026-09-10 16:15:24.173 -0500
76,NYSE:MS/PQ,MS/PQ,NYSE,preferred,Finance,,MS/PQ,,true,2026-09-10 12:13:38.930 -0500,infinity,true,2026-09-10 12:13:38.930 -0500,2026-09-10 16:15:24.163 -0500
82,NYSE:MS/PA,MS/PA,NYSE,preferred,Finance,,MS/PA,,true,2026-09-10 12:13:38.941 -0500,infinity,true,2026-09-10 12:13:38.941 -0500,2026-09-10 16:15:24.169 -0500
79,NYSE:MS/PE,MS/PE,NYSE,preferred,Finance,,MS/PE,,true,2026-09-10 12:13:38.936 -0500,infinity,true,2026-09-10 12:13:38.936 -0500,2026-09-10 16:15:24.164 -0500
73,OTC:RHHBF,RHHBF,OTC,common,Health Technology,,RHHBF,,true,2026-09-10 12:13:38.925 -0500,infinity,true,2026-09-10 12:13:38.925 -0500,2026-09-10 16:15:24.172 -0500
77,NYSE:MS/PK,MS/PK,NYSE,preferred,Finance,,MS/PK,,true,2026-09-10 12:13:38.932 -0500,infinity,true,2026-09-10 12:13:38.932 -0500,2026-09-10 16:15:24.170 -0500
96,OTC:BACHF,BACHF,OTC,common,Finance,,BACHF,,true,2026-09-10 12:13:38.971 -0500,infinity,true,2026-09-10 12:13:38.971 -0500,2026-09-10 16:15:24.187 -0500
74,NYSE:MS/PP,MS/PP,NYSE,preferred,Finance,,MS/PP,,true,2026-09-10 12:13:38.927 -0500,infinity,true,2026-09-10 12:13:38.927 -0500,2026-09-10 16:15:24.171 -0500
83,NYSE:MS,MS,NYSE,common,Finance,,MS,,true,2026-09-10 12:13:38.942 -0500,infinity,true,2026-09-10 12:13:38.942 -0500,2026-09-10 16:15:24.175 -0500
89,NASDAQ:NFLX,NFLX,NASDAQ,common,Technology Services,,NFLX,,true,2026-09-10 12:13:38.954 -0500,infinity,true,2026-09-10 12:13:38.954 -0500,2026-09-10 16:15:24.181 -0500
93,NYSE:GS/PC,GS/PC,NYSE,preferred,Finance,,GS/PC,,true,2026-09-10 12:13:38.965 -0500,infinity,true,2026-09-10 12:13:38.965 -0500,2026-09-10 16:15:24.184 -0500
78,NYSE:MS/PO,MS/PO,NYSE,preferred,Finance,,MS/PO,,true,2026-09-10 12:13:38.934 -0500,infinity,true,2026-09-10 12:13:38.934 -0500,2026-09-10 16:15:24.168 -0500
86,OTC:CICHY,CICHY,OTC,"",Finance,,CICHY,,true,2026-09-10 12:13:38.948 -0500,infinity,true,2026-09-10 12:13:38.948 -0500,2026-09-10 16:15:24.178 -0500
80,NYSE:MS/PF,MS/PF,NYSE,preferred,Finance,,MS/PF,,true,2026-09-10 12:13:38.938 -0500,infinity,true,2026-09-10 12:13:38.938 -0500,2026-09-10 16:15:24.166 -0500
92,NYSE:GS/PA,GS/PA,NYSE,preferred,Finance,,GS/PA,,true,2026-09-10 12:13:38.963 -0500,infinity,true,2026-09-10 12:13:38.963 -0500,2026-09-10 16:15:24.183 -0500
94,NYSE:GS,GS,NYSE,common,Finance,,GS,,true,2026-09-10 12:13:38.967 -0500,infinity,true,2026-09-10 12:13:38.967 -0500,2026-09-10 16:15:24.185 -0500
87,NYSE:DELL,DELL,NYSE,common,Electronic Technology,,DELL,,true,2026-09-10 12:13:38.950 -0500,infinity,true,2026-09-10 12:13:38.950 -0500,2026-09-10 16:15:24.179 -0500
90,NYSE:HD,HD,NYSE,common,Retail Trade,,HD,,true,2026-09-10 12:13:38.959 -0500,infinity,true,2026-09-10 12:13:38.959 -0500,2026-09-10 16:15:24.182 -0500
88,OTC:CICHF,CICHF,OTC,common,Finance,,CICHF,,true,2026-09-10 12:13:38.952 -0500,infinity,true,2026-09-10 12:13:38.952 -0500,2026-09-10 16:15:24.177 -0500
97,OTC:BACHY,BACHY,OTC,"",Finance,,BACHY,,true,2026-09-10 12:13:38.973 -0500,infinity,true,2026-09-10 12:13:38.973 -0500,2026-09-10 16:15:24.189 -0500
95,NYSE:PM,PM,NYSE,common,Consumer Non-Durables,,PM,,true,2026-09-10 12:13:38.969 -0500,infinity,true,2026-09-10 12:13:38.969 -0500,2026-09-10 16:15:24.186 -0500
99,NASDAQ:ARM,ARM,NASDAQ,"",Electronic Technology,,ARM,,true,2026-09-10 12:13:38.976 -0500,infinity,true,2026-09-10 12:13:38.976 -0500,2026-09-10 16:15:24.194 -0500
101,NYSE:BABA,BABA,NYSE,"",Retail Trade,,BABA,,true,2026-09-10 12:13:38.980 -0500,infinity,true,2026-09-10 12:13:38.980 -0500,2026-09-10 16:15:24.197 -0500
98,NYSE:RY,RY,NYSE,common,Finance,,RY,,true,2026-09-10 12:13:38.975 -0500,infinity,true,2026-09-10 12:13:38.975 -0500,2026-09-10 16:15:24.191 -0500
110,OTC:RYDAF,RYDAF,OTC,common,Energy Minerals,,RYDAF,,true,2026-09-10 12:13:38.994 -0500,infinity,true,2026-09-10 12:13:38.994 -0500,2026-09-10 16:15:24.203 -0500
113,OTC:BABAF,BABAF,OTC,common,Retail Trade,,BABAF,,true,2026-09-10 12:13:38.998 -0500,infinity,true,2026-09-10 12:13:38.998 -0500,2026-09-10 16:15:24.206 -0500
91,NYSE:GS/PD,GS/PD,NYSE,preferred,Finance,,GS/PD,,true,2026-09-10 12:13:38.961 -0500,infinity,true,2026-09-10 12:13:38.961 -0500,2026-09-10 16:15:24.185 -0500
100,NASDAQ:PANW,PANW,NASDAQ,common,Technology Services,,PANW,,true,2026-09-10 12:13:38.978 -0500,infinity,true,2026-09-10 12:13:38.978 -0500,2026-09-10 16:15:24.200 -0500
103,NYSE:SHEL,SHEL,NYSE,"",Energy Minerals,,SHEL,,true,2026-09-10 12:13:38.984 -0500,infinity,true,2026-09-10 12:13:38.984 -0500,2026-09-10 16:15:24.208 -0500
104,NYSE:WFC/PC,WFC/PC,NYSE,preferred,Finance,,WFC/PC,,true,2026-09-10 12:13:38.985 -0500,infinity,true,2026-09-10 12:13:38.985 -0500,2026-09-10 16:15:24.216 -0500
112,NYSE:RTX,RTX,NYSE,common,Electronic Technology,,RTX,,true,2026-09-10 12:13:38.997 -0500,infinity,true,2026-09-10 12:13:38.997 -0500,2026-09-10 16:15:24.220 -0500
109,NYSE:WFC/PL,WFC/PL,NYSE,preferred,Finance,,WFC/PL,,true,2026-09-10 12:13:38.992 -0500,infinity,true,2026-09-10 12:13:38.992 -0500,2026-09-10 16:15:24.217 -0500
106,NYSE:WFC/PD,WFC/PD,NYSE,preferred,Finance,,WFC/PD,,true,2026-09-10 12:13:38.988 -0500,infinity,true,2026-09-10 12:13:38.988 -0500,2026-09-10 16:15:24.214 -0500
115,OTC:MBFJF,MBFJF,OTC,common,Finance,,MBFJF,,true,2026-09-10 12:13:39.001 -0500,infinity,true,2026-09-10 12:13:39.001 -0500,2026-09-10 16:15:24.223 -0500
107,NYSE:WFC/PZ,WFC/PZ,NYSE,preferred,Finance,,WFC/PZ,,true,2026-09-10 12:13:38.990 -0500,infinity,true,2026-09-10 12:13:38.990 -0500,2026-09-10 16:15:24.212 -0500
116,OTC:NVSEF,NVSEF,OTC,common,Health Technology,,NVSEF,,true,2026-09-10 12:13:39.003 -0500,infinity,true,2026-09-10 12:13:39.003 -0500,2026-09-10 16:15:24.225 -0500
105,NYSE:WFC/PA,WFC/PA,NYSE,preferred,Finance,,WFC/PA,,true,2026-09-10 12:13:38.987 -0500,infinity,true,2026-09-10 12:13:38.987 -0500,2026-09-10 16:15:24.218 -0500
121,NASDAQ:SNDK,SNDK,NASDAQ,common,Electronic Technology,,SNDK,,true,2026-09-10 12:13:39.010 -0500,infinity,true,2026-09-10 12:13:39.010 -0500,2026-09-10 16:15:24.228 -0500
118,NYSE:NVS,NVS,NYSE,"",Health Technology,,NVS,,true,2026-09-10 12:13:39.006 -0500,infinity,true,2026-09-10 12:13:39.006 -0500,2026-09-10 16:15:24.226 -0500
117,OTC:SFTBY,SFTBY,OTC,"",Miscellaneous,,SFTBY,,true,2026-09-10 12:13:39.004 -0500,infinity,true,2026-09-10 12:13:39.004 -0500,2026-09-10 16:15:24.224 -0500
108,NYSE:WFC/PY,WFC/PY,NYSE,preferred,Finance,,WFC/PY,,true,2026-09-10 12:13:38.991 -0500,infinity,true,2026-09-10 12:13:38.991 -0500,2026-09-10 16:15:24.210 -0500
119,NYSE:SAP,SAP,NYSE,"",Technology Services,,SAP,,true,2026-09-10 12:13:39.007 -0500,infinity,true,2026-09-10 12:13:39.007 -0500,2026-09-10 16:15:24.227 -0500
120,NYSE:AZN,AZN,NYSE,common,Health Technology,,AZN,,true,2026-09-10 12:13:39.009 -0500,infinity,true,2026-09-10 12:13:39.009 -0500,2026-09-10 16:15:24.229 -0500
114,NYSE:MUFG,MUFG,NYSE,"",Finance,,MUFG,,true,2026-09-10 12:13:39.000 -0500,infinity,true,2026-09-10 12:13:39.000 -0500,2026-09-10 16:15:24.222 -0500
111,NYSE:WFC,WFC,NYSE,common,Finance,,WFC,,true,2026-09-10 12:13:38.995 -0500,infinity,true,2026-09-10 12:13:38.995 -0500,2026-09-10 16:15:24.219 -0500
122,OTC:NSRGY,NSRGY,OTC,"",Consumer Non-Durables,,NSRGY,,true,2026-09-10 12:13:39.012 -0500,infinity,true,2026-09-10 12:13:39.012 -0500,2026-09-10 16:15:24.230 -0500
185,NYSE:RIO,RIO,NYSE,"",Non-Energy Minerals,,RIO,,true,2026-09-10 12:13:39.109 -0500,infinity,true,2026-09-10 12:13:39.109 -0500,2026-09-10 16:15:24.286 -0500
63,NASDAQ:LRCX,LRCX,NASDAQ,common,Producer Manufacturing,,LRCX,,true,2026-09-10 12:13:38.910 -0500,infinity,true,2026-09-10 12:13:38.910 -0500,2026-09-10 16:15:24.149 -0500
65,NASDAQ:AMAT,AMAT,NASDAQ,common,Producer Manufacturing,,AMAT,,true,2026-09-10 12:13:38.913 -0500,infinity,true,2026-09-10 12:13:38.913 -0500,2026-09-10 16:15:24.152 -0500
123,NYSE:GEV,GEV,NYSE,common,Producer Manufacturing,,GEV,,true,2026-09-10 12:13:39.013 -0500,infinity,true,2026-09-10 12:13:39.013 -0500,2026-09-10 16:15:24.231 -0500
68,NYSE:MRK,MRK,NYSE,common,Health Technology,,MRK,,true,2026-09-10 12:13:38.918 -0500,infinity,true,2026-09-10 12:13:38.918 -0500,2026-09-10 16:15:24.154 -0500
66,NYSE:HSBC,HSBC,NYSE,"",Finance,,HSBC,,true,2026-09-10 12:13:38.915 -0500,infinity,true,2026-09-10 12:13:38.915 -0500,2026-09-10 16:15:24.153 -0500
69,NYSE:UNH,UNH,NYSE,common,Health Services,,UNH,,true,2026-09-10 12:13:38.919 -0500,infinity,true,2026-09-10 12:13:38.919 -0500,2026-09-10 16:15:24.157 -0500
70,OTC:ACGBY,ACGBY,OTC,"",Finance,,ACGBY,,true,2026-09-10 12:13:38.921 -0500,infinity,true,2026-09-10 12:13:38.921 -0500,2026-09-10 16:15:24.155 -0500
67,OTC:HBCYF,HBCYF,OTC,common,Finance,,HBCYF,,true,2026-09-10 12:13:38.916 -0500,infinity,true,2026-09-10 12:13:38.916 -0500,2026-09-10 16:15:24.158 -0500
71,OTC:RHHVF,RHHVF,OTC,common,Health Technology,,RHHVF,,true,2026-09-10 12:13:38.922 -0500,infinity,true,2026-09-10 12:13:38.922 -0500,2026-09-10 16:15:24.161 -0500
72,OTC:RHHBY,RHHBY,OTC,"",Health Technology,,RHHBY,,true,2026-09-10 12:13:38.924 -0500,infinity,true,2026-09-10 12:13:38.924 -0500,2026-09-10 16:15:24.160 -0500
81,NYSE:MS/PI,MS/PI,NYSE,preferred,Finance,,MS/PI,,true,2026-09-10 12:13:38.939 -0500,infinity,true,2026-09-10 12:13:38.939 -0500,2026-09-10 16:15:24.167 -0500
75,NYSE:MS/PL,MS/PL,NYSE,preferred,Finance,,MS/PL,,true,2026-09-10 12:13:38.928 -0500,infinity,true,2026-09-10 12:13:38.928 -0500,2026-09-10 16:15:24.162 -0500
85,NYSE:PG,PG,NYSE,common,Consumer Non-Durables,,PG,,true,2026-09-10 12:13:38.946 -0500,infinity,true,2026-09-10 12:13:38.946 -0500,2026-09-10 16:15:24.176 -0500
141,OTC:SMAWF,SMAWF,OTC,common,Producer Manufacturing,,SMAWF,,true,2026-09-10 12:13:39.043 -0500,infinity,true,2026-09-10 12:13:39.043 -0500,2026-09-10 16:15:24.246 -0500
135,NASDAQ:KLAC,KLAC,NASDAQ,common,Electronic Technology,,KLAC,,true,2026-09-10 12:13:39.033 -0500,infinity,true,2026-09-10 12:13:39.033 -0500,2026-09-10 16:15:24.243 -0500
144,NYSE:TMO,TMO,NYSE,common,Health Technology,,TMO,,true,2026-09-10 12:13:39.047 -0500,infinity,true,2026-09-10 12:13:39.047 -0500,2026-09-10 16:15:24.249 -0500
140,NYSE:TM,TM,NYSE,"",Consumer Durables,,TM,,true,2026-09-10 12:13:39.041 -0500,infinity,true,2026-09-10 12:13:39.041 -0500,2026-09-10 16:15:24.246 -0500
138,NYSE:C/PR,C/PR,NYSE,preferred,Finance,,C/PR,,true,2026-09-10 12:13:39.038 -0500,infinity,true,2026-09-10 12:13:39.038 -0500,2026-09-10 16:15:24.245 -0500
142,OTC:LRLCF,LRLCF,OTC,common,Consumer Non-Durables,,LRLCF,,true,2026-09-10 12:13:39.044 -0500,infinity,true,2026-09-10 12:13:39.044 -0500,2026-09-10 16:15:24.248 -0500
148,OTC:BCDRF,BCDRF,OTC,common,Finance,,BCDRF,,true,2026-09-10 12:13:39.053 -0500,infinity,true,2026-09-10 12:13:39.053 -0500,2026-09-10 16:15:24.250 -0500
152,NASDAQ:AMGN,AMGN,NASDAQ,common,Health Technology,,AMGN,,true,2026-09-10 12:13:39.059 -0500,infinity,true,2026-09-10 12:13:39.059 -0500,2026-09-10 16:15:24.256 -0500
146,OTC:BHPLF,BHPLF,OTC,common,Non-Energy Minerals,,BHPLF,,true,2026-09-10 12:13:39.050 -0500,infinity,true,2026-09-10 12:13:39.050 -0500,2026-09-10 16:15:24.252 -0500
136,OTC:TOYOF,TOYOF,OTC,common,Consumer Durables,,TOYOF,,true,2026-09-10 12:13:39.035 -0500,infinity,true,2026-09-10 12:13:39.035 -0500,2026-09-10 16:15:24.247 -0500
143,NYSE:IBM,IBM,NYSE,common,Technology Services,,IBM,,true,2026-09-10 12:13:39.046 -0500,infinity,true,2026-09-10 12:13:39.046 -0500,2026-09-10 16:15:24.252 -0500
149,NYSE:AXP,AXP,NYSE,common,Finance,,AXP,,true,2026-09-10 12:13:39.055 -0500,infinity,true,2026-09-10 12:13:39.055 -0500,2026-09-10 16:15:24.253 -0500
134,OTC:SIEGY,SIEGY,OTC,"",Producer Manufacturing,,SIEGY,,true,2026-09-10 12:13:39.032 -0500,infinity,true,2026-09-10 12:13:39.032 -0500,2026-09-10 16:15:24.241 -0500
151,NYSE:VZ,VZ,NYSE,common,Communications,,VZ,,true,2026-09-10 12:13:39.058 -0500,infinity,true,2026-09-10 12:13:39.058 -0500,2026-09-10 16:15:24.256 -0500
153,NYSE:TTE,TTE,NYSE,common,Energy Minerals,,TTE,,true,2026-09-10 12:13:39.061 -0500,infinity,true,2026-09-10 12:13:39.061 -0500,2026-09-10 16:15:24.257 -0500
157,NYSE:TD,TD,NYSE,common,Finance,,TD,,true,2026-09-10 12:13:39.066 -0500,infinity,true,2026-09-10 12:13:39.066 -0500,2026-09-10 16:15:24.259 -0500
150,NASDAQ:LIN,LIN,NASDAQ,common,Process Industries,,LIN,,true,2026-09-10 12:13:39.056 -0500,infinity,true,2026-09-10 12:13:39.056 -0500,2026-09-10 16:15:24.255 -0500
156,NASDAQ:MRVL,MRVL,NASDAQ,common,Electronic Technology,,MRVL,,true,2026-09-10 12:13:39.065 -0500,infinity,true,2026-09-10 12:13:39.065 -0500,2026-09-10 16:15:24.261 -0500
155,NYSE:CRM,CRM,NYSE,common,Technology Services,,CRM,,true,2026-09-10 12:13:39.064 -0500,infinity,true,2026-09-10 12:13:39.064 -0500,2026-09-10 16:15:24.260 -0500
154,OTC:KXIAY,KXIAY,OTC,"",Electronic Technology,,KXIAY,,true,2026-09-10 12:13:39.062 -0500,infinity,true,2026-09-10 12:13:39.062 -0500,2026-09-10 16:15:24.258 -0500
160,OTC:KXHCF,KXHCF,OTC,common,Electronic Technology,,KXHCF,,true,2026-09-10 12:13:39.071 -0500,infinity,true,2026-09-10 12:13:39.071 -0500,2026-09-10 16:15:24.263 -0500
162,NYSE:APH,APH,NYSE,common,Electronic Technology,,APH,,true,2026-09-10 12:13:39.074 -0500,infinity,true,2026-09-10 12:13:39.074 -0500,2026-09-10 16:15:24.262 -0500
161,OTC:IDEXY,IDEXY,OTC,"",Retail Trade,,IDEXY,,true,2026-09-10 12:13:39.073 -0500,infinity,true,2026-09-10 12:13:39.073 -0500,2026-09-10 16:15:24.264 -0500
159,NYSE:NVO,NVO,NYSE,"",Health Technology,,NVO,,true,2026-09-10 12:13:39.069 -0500,infinity,true,2026-09-10 12:13:39.069 -0500,2026-09-10 16:15:24.261 -0500
158,OTC:IDEXF,IDEXF,OTC,common,Retail Trade,,IDEXF,,true,2026-09-10 12:13:39.068 -0500,infinity,true,2026-09-10 12:13:39.068 -0500,2026-09-10 16:15:24.265 -0500
169,NASDAQ:TMUS,TMUS,NASDAQ,common,Communications,,TMUS,,true,2026-09-10 12:13:39.085 -0500,infinity,true,2026-09-10 12:13:39.085 -0500,2026-09-10 16:15:24.269 -0500
166,OTC:ALIZY,ALIZY,OTC,"",Finance,,ALIZY,,true,2026-09-10 12:13:39.080 -0500,infinity,true,2026-09-10 12:13:39.080 -0500,2026-09-10 16:15:24.267 -0500
168,OTC:SBGSY,SBGSY,OTC,"",Producer Manufacturing,,SBGSY,,true,2026-09-10 12:13:39.083 -0500,infinity,true,2026-09-10 12:13:39.083 -0500,2026-09-10 16:15:24.268 -0500
167,NASDAQ:QCOM,QCOM,NASDAQ,common,Electronic Technology,,QCOM,,true,2026-09-10 12:13:39.082 -0500,infinity,true,2026-09-10 12:13:39.082 -0500,2026-09-10 16:15:24.273 -0500
164,NASDAQ:STX,STX,NASDAQ,common,Electronic Technology,,STX,,true,2026-09-10 12:13:39.077 -0500,infinity,true,2026-09-10 12:13:39.077 -0500,2026-09-10 16:15:24.266 -0500
163,OTC:NONOF,NONOF,OTC,common,Health Technology,,NONOF,,true,2026-09-10 12:13:39.076 -0500,infinity,true,2026-09-10 12:13:39.076 -0500,2026-09-10 16:15:24.266 -0500
165,OTC:ALIZF,ALIZF,OTC,common,Finance,,ALIZF,,true,2026-09-10 12:13:39.079 -0500,infinity,true,2026-09-10 12:13:39.079 -0500,2026-09-10 16:15:24.270 -0500
172,OTC:SBGSF,SBGSF,OTC,common,Producer Manufacturing,,SBGSF,,true,2026-09-10 12:13:39.090 -0500,infinity,true,2026-09-10 12:13:39.090 -0500,2026-09-10 16:15:24.270 -0500
171,NASDAQ:PEP,PEP,NASDAQ,common,Consumer Non-Durables,,PEP,,true,2026-09-10 12:13:39.088 -0500,infinity,true,2026-09-10 12:13:39.088 -0500,2026-09-10 16:15:24.272 -0500
176,NYSE:SCHW/PD,SCHW/PD,NYSE,preferred,Finance,,SCHW/PD,,true,2026-09-10 12:13:39.096 -0500,infinity,true,2026-09-10 12:13:39.096 -0500,2026-09-10 16:15:24.276 -0500
170,OTC:CMWAY,CMWAY,OTC,"",Finance,,CMWAY,,true,2026-09-10 12:13:39.086 -0500,infinity,true,2026-09-10 12:13:39.086 -0500,2026-09-10 16:15:24.271 -0500
174,NYSE:SCHW,SCHW,NYSE,common,Finance,,SCHW,,true,2026-09-10 12:13:39.093 -0500,infinity,true,2026-09-10 12:13:39.093 -0500,2026-09-10 16:15:24.275 -0500
177,NYSE:DE,DE,NYSE,common,Producer Manufacturing,,DE,,true,2026-09-10 12:13:39.097 -0500,infinity,true,2026-09-10 12:13:39.097 -0500,2026-09-10 16:15:24.277 -0500
175,NYSE:SCHW/PJ,SCHW/PJ,NYSE,preferred,Finance,,SCHW/PJ,,true,2026-09-10 12:13:39.094 -0500,infinity,true,2026-09-10 12:13:39.094 -0500,2026-09-10 16:15:24.276 -0500
173,OTC:CBAUF,CBAUF,OTC,common,Finance,,CBAUF,,true,2026-09-10 12:13:39.091 -0500,infinity,true,2026-09-10 12:13:39.091 -0500,2026-09-10 16:15:24.274 -0500
180,NYSE:ABT,ABT,NYSE,common,Health Technology,,ABT,,true,2026-09-10 12:13:39.102 -0500,infinity,true,2026-09-10 12:13:39.102 -0500,2026-09-10 16:15:24.283 -0500
182,NYSE:MCD,MCD,NYSE,common,Consumer Services,,MCD,,true,2026-09-10 12:13:39.105 -0500,infinity,true,2026-09-10 12:13:39.105 -0500,2026-09-10 16:15:24.282 -0500
179,OTC:RTPPF,RTPPF,OTC,common,Non-Energy Minerals,,RTPPF,,true,2026-09-10 12:13:39.100 -0500,infinity,true,2026-09-10 12:13:39.100 -0500,2026-09-10 16:15:24.310 -0500
178,NYSE:DIS,DIS,NYSE,common,Consumer Services,,DIS,,true,2026-09-10 12:13:39.099 -0500,infinity,true,2026-09-10 12:13:39.099 -0500,2026-09-10 16:15:24.278 -0500
183,NASDAQ:GILD,GILD,NASDAQ,common,Health Technology,,GILD,,true,2026-09-10 12:13:39.106 -0500,infinity,true,2026-09-10 12:13:39.106 -0500,2026-09-10 16:15:24.281 -0500
125,OTC:SFTBF,SFTBF,OTC,common,Miscellaneous,,SFTBF,,true,2026-09-10 12:13:39.016 -0500,infinity,true,2026-09-10 12:13:39.016 -0500,2026-09-10 16:15:24.232 -0500
181,OTC:EADSY,EADSY,OTC,"",Electronic Technology,,EADSY,,true,2026-09-10 12:13:39.103 -0500,infinity,true,2026-09-10 12:13:39.103 -0500,2026-09-10 16:15:24.280 -0500
128,OTC:CYATY,CYATY,OTC,"",Producer Manufacturing,,CYATY,,true,2026-09-10 12:13:39.021 -0500,infinity,true,2026-09-10 12:13:39.021 -0500,2026-09-10 16:15:24.234 -0500
127,NYSE:ANET,ANET,NYSE,common,Electronic Technology,,ANET,,true,2026-09-10 12:13:39.020 -0500,infinity,true,2026-09-10 12:13:39.020 -0500,2026-09-10 16:15:24.235 -0500
131,OTC:CTATF,CTATF,OTC,common,Producer Manufacturing,,CTATF,,true,2026-09-10 12:13:39.027 -0500,infinity,true,2026-09-10 12:13:39.027 -0500,2026-09-10 16:15:24.239 -0500
126,OTC:SAPGF,SAPGF,OTC,common,Technology Services,,SAPGF,,true,2026-09-10 12:13:39.018 -0500,infinity,true,2026-09-10 12:13:39.018 -0500,2026-09-10 16:15:24.233 -0500
130,NYSE:BHP,BHP,NYSE,"",Non-Energy Minerals,,BHP,,true,2026-09-10 12:13:39.025 -0500,infinity,true,2026-09-10 12:13:39.025 -0500,2026-09-10 16:15:24.236 -0500
137,OTC:LVMHF,LVMHF,OTC,common,Consumer Non-Durables,,LVMHF,,true,2026-09-10 12:13:39.037 -0500,infinity,true,2026-09-10 12:13:39.037 -0500,2026-09-10 16:15:24.244 -0500
132,OTC:LRLCY,LRLCY,OTC,"",Consumer Non-Durables,,LRLCY,,true,2026-09-10 12:13:39.029 -0500,infinity,true,2026-09-10 12:13:39.029 -0500,2026-09-10 16:15:24.240 -0500
133,OTC:LVMUY,LVMUY,OTC,"",Consumer Non-Durables,,LVMUY,,true,2026-09-10 12:13:39.030 -0500,infinity,true,2026-09-10 12:13:39.030 -0500,2026-09-10 16:15:24.241 -0500
129,NASDAQ:TXN,TXN,NASDAQ,common,Electronic Technology,,TXN,,true,2026-09-10 12:13:39.023 -0500,infinity,true,2026-09-10 12:13:39.023 -0500,2026-09-10 16:15:24.237 -0500
139,NYSE:C,C,NYSE,common,Finance,,C,,true,2026-09-10 12:13:39.040 -0500,infinity,true,2026-09-10 12:13:39.040 -0500,2026-09-10 16:15:24.242 -0500
145,NYSE:SAN,SAN,NYSE,"",Finance,,SAN,,true,2026-09-10 12:13:39.049 -0500,infinity,true,2026-09-10 12:13:39.049 -0500,2026-09-10 16:15:24.251 -0500
204,NYSE:SMFG,SMFG,NYSE,"",Finance,,SMFG,,true,2026-09-10 12:13:39.137 -0500,infinity,true,2026-09-10 12:13:39.137 -0500,2026-09-10 16:15:24.314 -0500
196,NYSE:T/PC,T/PC,NYSE,preferred,Communications,,T/PC,,true,2026-09-10 12:13:39.126 -0500,infinity,true,2026-09-10 12:13:39.126 -0500,2026-09-10 16:15:24.299 -0500
207,NYSE:COP,COP,NYSE,common,Energy Minerals,,COP,,true,2026-09-10 12:13:39.143 -0500,infinity,true,2026-09-10 12:13:39.143 -0500,2026-09-10 16:15:24.316 -0500
198,NYSE:NEE,NEE,NYSE,common,Utilities,,NEE,,true,2026-09-10 12:13:39.128 -0500,infinity,true,2026-09-10 12:13:39.128 -0500,2026-09-10 16:15:24.302 -0500
203,NYSE:UNP,UNP,NYSE,common,Transportation,,UNP,,true,2026-09-10 12:13:39.136 -0500,infinity,true,2026-09-10 12:13:39.136 -0500,2026-09-10 16:15:24.309 -0500
