ADX,BBPower,CCI20,Perf.W,Pivot.M.Camarilla.R3,RSI,change,close,volume,timestamp_utc,fecha_iso,simbolo
21.659669530982203,21.34820821239569,154.23033507408172,3.1664611590628797,193.654625,66.14527987143632,1.8205714842038556,209.17,9685429,1787436512,2026-08-22T22:08:32Z,NYSE:CRM
21.659669530982203,21.34820821239569,154.23033507408172,3.1664611590628797,193.654625,66.14527987143632,1.8205714842038556,209.17,9685429,1787437229,2026-08-22T22:20:29Z,NYSE:CRM
21.659669530982203,21.34820821239569,154.23033507408172,3.1664611590628797,193.654625,66.14527987143632,1.8205714842038556,209.17,9685429,1787438719,2026-08-22T22:45:19Z,NYSE:CRM
21.659669530982203,21.34820821239569,154.23033507408172,3.16646115906288,193.654625,66.14527987143632,1.820571484203856,209.17,9685429,1787575041,2026-08-24T12:37:21Z,NYSE:CRM
21.659669530982203,21.34820821239569,154.23033507408172,3.16646115906288,193.654625,66.14527987143632,1.820571484203856,209.17,9685429,1787575218,2026-08-24T12:40:18Z,NYSE:CRM
21.659669530982203,21.34820821239569,154.23033507408172,3.16646115906288,193.654625,66.14527987143632,1.820571484203856,209.17,9685429,1787575399,2026-08-24T12:43:19Z,NYSE:CRM
21.659669530982203,21.34820821239569,154.23033507408172,3.16646115906288,193.654625,66.14527987143632,1.820571484203856,209.17,9685429,1787575579,2026-08-24T12:46:19Z,NYSE:CRM
21.659669530982203,21.34820821239569,154.23033507408172,3.16646115906288,193.654625,66.14527987143632,1.820571484203856,209.17,9685429,1787575761,2026-08-24T12:49:21Z,NYSE:CRM
21.659669530982203,21.34820821239569,154.23033507408172,3.16646115906288,193.654625,66.14527987143632,1.820571484203856,209.17,9685429,1787575941,2026-08-24T12:52:21Z,NYSE:CRM
21.659669530982203,21.34820821239569,154.23033507408172,3.16646115906288,193.654625,66.14527987143632,1.820571484203856,209.17,9685429,1787576115,2026-08-24T12:55:15Z,NYSE:CRM
21.659669530982203,21.34820821239569,154.23033507408172,3.16646115906288,193.654625,66.14527987143632,1.820571484203856,209.17,9685429,1787576297,2026-08-24T12:58:17Z,NYSE:CRM
21.659669530982203,21.34820821239569,154.23033507408172,3.16646115906288,193.654625,66.14527987143632,1.820571484203856,209.17,9685429,1787576482,2026-08-24T13:01:22Z,NYSE:CRM
21.659669530982203,21.34820821239569,154.23033507408172,3.16646115906288,193.654625,66.14527987143632,1.820571484203856,209.17,9685429,1787576662,2026-08-24T13:04:22Z,NYSE:CRM
21.659669530982203,21.34820821239569,154.23033507408172,3.16646115906288,193.654625,66.14527987143632,1.820571484203856,209.17,9685429,1787576838,2026-08-24T13:07:18Z,NYSE:CRM
21.659669530982203,21.34820821239569,154.23033507408172,3.16646115906288,193.654625,66.14527987143632,1.820571484203856,209.17,9685429,1787577018,2026-08-24T13:10:18Z,NYSE:CRM
21.659669530982203,21.34820821239569,154.23033507408172,3.16646115906288,193.654625,66.14527987143632,1.820571484203856,209.17,9685429,1787577197,2026-08-24T13:13:17Z,NYSE:CRM
